episode,score,steps,total_reward,time,reason,efficiency,snake_length,grid_width,grid_height,grid_size,training_grid,is_training_grid,complexity_ratio,max_possible_score,agent
31,5,20,158.88333333333333,0.0,self_collision,0.25,8,7,7,7x7,10x10,False,0.49,46,A*
32,3,14,55.44999999999999,0.0,self_collision,0.21428571428571427,6,7,7,7x7,10x10,False,0.49,46,A*
33,9,52,367.2119047619046,0.0,self_collision,0.17307692307692307,12,7,7,7x7,10x10,False,0.49,46,A*
34,3,19,55.883333333333354,0.0,self_collision,0.15789473684210525,6,7,7,7x7,10x10,False,0.49,46,A*
35,1,6,-48.25714285714285,0.0,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
36,3,13,55.076190476190476,0.014919519424438477,self_collision,0.23076923076923078,6,7,7,7x7,10x10,False,0.49,46,A*
37,9,47,366.46071428571423,0.0018444061279296875,self_collision,0.19148936170212766,12,7,7,7x7,10x10,False,0.49,46,A*
38,21,124,988.7924603174602,0.0,self_collision,0.1693548387096774,24,7,7,7x7,10x10,False,0.49,46,A*
39,5,29,159.55952380952385,0.0,self_collision,0.1724137931034483,8,7,7,7x7,10x10,False,0.49,46,A*
40,5,33,159.5301587301588,0.0,self_collision,0.15151515151515152,8,7,7,7x7,10x10,False,0.49,46,A*
41,5,28,158.55000000000007,0.0,self_collision,0.17857142857142858,8,7,7,7x7,10x10,False,0.49,46,A*
42,21,118,988.1746031746027,0.0,self_collision,0.17796610169491525,24,7,7,7x7,10x10,False,0.49,46,A*
43,14,71,624.0472582972582,0.0,self_collision,0.19718309859154928,17,7,7,7x7,10x10,False,0.49,46,A*
44,7,33,261.5773809523809,0.016345739364624023,self_collision,0.21212121212121213,10,7,7,7x7,10x10,False,0.49,46,A*
45,11,44,468.3107142857141,0.0,self_collision,0.25,14,7,7,7x7,10x10,False,0.49,46,A*
46,20,118,937.6317460317459,0.0,wall_collision,0.1694915254237288,23,7,7,7x7,10x10,False,0.49,46,A*
47,7,34,262.84285714285704,0.0,self_collision,0.20588235294117646,10,7,7,7x7,10x10,False,0.49,46,A*
48,11,65,470.844841269841,0.0,self_collision,0.16923076923076924,14,7,7,7x7,10x10,False,0.49,46,A*
49,18,95,832.7849206349201,0.0,wall_collision,0.18947368421052632,21,7,7,7x7,10x10,False,0.49,46,A*
50,15,92,678.5714646464644,0.01700448989868164,self_collision,0.16304347826086957,18,7,7,7x7,10x10,False,0.49,46,A*
51,7,41,263.96230158730145,0.0,self_collision,0.17073170731707318,10,7,7,7x7,10x10,False,0.49,46,A*
52,7,43,262.95321067821067,0.0,wall_collision,0.16279069767441862,10,7,7,7x7,10x10,False,0.49,46,A*
53,1,3,-48.85,0.0,self_collision,0.3333333333333333,4,7,7,7x7,10x10,False,0.49,46,A*
54,19,114,885.3833333333329,0.0,self_collision,0.16666666666666666,22,7,7,7x7,10x10,False,0.49,46,A*
55,3,10,54.349999999999994,0.0,self_collision,0.3,6,7,7,7x7,10x10,False,0.49,46,A*
56,5,28,159.2011904761905,0.0,self_collision,0.17857142857142858,8,7,7,7x7,10x10,False,0.49,46,A*
57,1,6,-47.983333333333334,0.0,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
58,11,58,470.46785714285704,0.0,self_collision,0.1896551724137931,14,7,7,7x7,10x10,False,0.49,46,A*
59,18,102,834.3059523809522,0.016385316848754883,self_collision,0.17647058823529413,21,7,7,7x7,10x10,False,0.49,46,A*
60,1,5,-48.35,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
61,3,8,53.51666666666668,0.0,self_collision,0.375,6,7,7,7x7,10x10,False,0.49,46,A*
62,11,76,471.556385281385,0.0,self_collision,0.14473684210526316,14,7,7,7x7,10x10,False,0.49,46,A*
63,1,4,-48.86666666666667,0.0,self_collision,0.25,4,7,7,7x7,10x10,False,0.49,46,A*
64,9,54,366.99920634920625,0.0,self_collision,0.16666666666666666,12,7,7,7x7,10x10,False,0.49,46,A*
65,1,5,-48.49047619047619,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
66,3,11,53.8666666666667,0.0,self_collision,0.2727272727272727,6,7,7,7x7,10x10,False,0.49,46,A*
67,17,107,781.8301587301584,0.016829490661621094,self_collision,0.1588785046728972,20,7,7,7x7,10x10,False,0.49,46,A*
68,20,125,938.56746031746,0.0,self_collision,0.16,23,7,7,7x7,10x10,False,0.49,46,A*
69,7,31,262.26071428571424,0.0,self_collision,0.22580645161290322,10,7,7,7x7,10x10,False,0.49,46,A*
70,5,32,159.3730158730159,0.0,self_collision,0.15625,8,7,7,7x7,10x10,False,0.49,46,A*
71,5,28,158.74523809523816,0.0,self_collision,0.17857142857142858,8,7,7,7x7,10x10,False,0.49,46,A*
72,5,35,159.58253968253973,0.0,self_collision,0.14285714285714285,8,7,7,7x7,10x10,False,0.49,46,A*
73,7,30,262.0666666666666,0.011663675308227539,self_collision,0.23333333333333334,10,7,7,7x7,10x10,False,0.49,46,A*
74,7,37,261.94523809523804,0.0010704994201660156,self_collision,0.1891891891891892,10,7,7,7x7,10x10,False,0.49,46,A*
75,11,78,471.04729437229423,0.0033750534057617188,self_collision,0.14102564102564102,14,7,7,7x7,10x10,False,0.49,46,A*
76,11,53,470.0261904761902,0.0015366077423095703,self_collision,0.20754716981132076,14,7,7,7x7,10x10,False,0.49,46,A*
77,15,80,676.5805555555552,0.003042459487915039,self_collision,0.1875,18,7,7,7x7,10x10,False,0.49,46,A*
78,13,67,573.0559523809521,0.003003835678100586,self_collision,0.19402985074626866,16,7,7,7x7,10x10,False,0.49,46,A*
79,11,59,469.2682539682538,0.001996278762817383,self_collision,0.1864406779661017,14,7,7,7x7,10x10,False,0.49,46,A*
80,15,85,676.9265873015869,0.0040018558502197266,self_collision,0.17647058823529413,18,7,7,7x7,10x10,False,0.49,46,A*
81,16,80,727.311147186147,0.001997232437133789,self_collision,0.2,19,7,7,7x7,10x10,False,0.49,46,A*
82,7,41,262.25559163059165,0.0013949871063232422,self_collision,0.17073170731707318,10,7,7,7x7,10x10,False,0.49,46,A*
83,3,15,55.51666666666668,0.0,self_collision,0.2,6,7,7,7x7,10x10,False,0.49,46,A*
84,7,42,262.8146825396825,0.0,self_collision,0.16666666666666666,10,7,7,7x7,10x10,False,0.49,46,A*
85,7,37,263.0273809523809,0.0,self_collision,0.1891891891891892,10,7,7,7x7,10x10,False,0.49,46,A*
86,5,17,157.7666666666667,0.0,self_collision,0.29411764705882354,8,7,7,7x7,10x10,False,0.49,46,A*
87,9,48,365.6492063492062,0.0,self_collision,0.1875,12,7,7,7x7,10x10,False,0.49,46,A*
88,1,3,-48.85,0.0,self_collision,0.3333333333333333,4,7,7,7x7,10x10,False,0.49,46,A*
89,1,5,-48.53214285714286,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
90,22,111,1037.9011904761903,0.0,wall_collision,0.1981981981981982,25,7,7,7x7,10x10,False,0.49,46,A*
91,23,131,1091.9829365079368,0.016982078552246094,self_collision,0.17557251908396945,26,7,7,7x7,10x10,False,0.49,46,A*
92,21,122,988.9301948051948,0.0,self_collision,0.1721311475409836,24,7,7,7x7,10x10,False,0.49,46,A*
93,1,5,-48.73333333333333,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
94,23,97,1088.0492784992787,0.0,self_collision,0.23711340206185566,26,7,7,7x7,10x10,False,0.49,46,A*
95,11,57,468.73373015872994,0.0,self_collision,0.19298245614035087,14,7,7,7x7,10x10,False,0.49,46,A*
96,9,56,366.401984126984,0.016082048416137695,self_collision,0.16071428571428573,12,7,7,7x7,10x10,False,0.49,46,A*
97,13,79,574.4428932178931,0.0,self_collision,0.16455696202531644,16,7,7,7x7,10x10,False,0.49,46,A*
98,11,53,469.8702380952378,0.0,self_collision,0.20754716981132076,14,7,7,7x7,10x10,False,0.49,46,A*
99,11,69,470.0036075036071,0.0,self_collision,0.15942028985507245,14,7,7,7x7,10x10,False,0.49,46,A*
100,16,75,726.4361471861469,0.0,wall_collision,0.21333333333333335,19,7,7,7x7,10x10,False,0.49,46,A*
101,21,112,987.3317460317464,0.015304327011108398,wall_collision,0.1875,24,7,7,7x7,10x10,False,0.49,46,A*
102,1,7,-48.107142857142854,0.0,self_collision,0.14285714285714285,4,7,7,7x7,10x10,False,0.49,46,A*
103,12,60,521.2035714285711,0.0013172626495361328,self_collision,0.2,15,7,7,7x7,10x10,False,0.49,46,A*
104,1,5,-48.49047619047619,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
105,5,24,159.38333333333333,0.0,self_collision,0.20833333333333334,8,7,7,7x7,10x10,False,0.49,46,A*
106,1,4,-48.833333333333336,0.0,self_collision,0.25,4,7,7,7x7,10x10,False,0.49,46,A*
107,5,23,158.62619047619046,0.0,self_collision,0.21739130434782608,8,7,7,7x7,10x10,False,0.49,46,A*
108,17,83,779.7535714285713,0.0,self_collision,0.20481927710843373,20,7,7,7x7,10x10,False,0.49,46,A*
109,1,3,-48.766666666666666,0.0,self_collision,0.3333333333333333,4,7,7,7x7,10x10,False,0.49,46,A*
110,11,44,467.52063492063473,0.0,self_collision,0.25,14,7,7,7x7,10x10,False,0.49,46,A*
111,26,177,1250.133730158731,0.01652979850769043,self_collision,0.14689265536723164,29,7,7,7x7,10x10,False,0.49,46,A*
112,5,36,159.6412698412699,0.0,self_collision,0.1388888888888889,8,7,7,7x7,10x10,False,0.49,46,A*
113,1,5,-48.53214285714286,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
114,1,4,-48.61666666666667,0.0,self_collision,0.25,4,7,7,7x7,10x10,False,0.49,46,A*
115,1,6,-48.2,0.0,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
116,7,59,263.79610389610383,0.0,self_collision,0.11864406779661017,10,7,7,7x7,10x10,False,0.49,46,A*
117,3,8,53.51666666666668,0.0,self_collision,0.375,6,7,7,7x7,10x10,False,0.49,46,A*
118,3,14,54.717857142857156,0.0,self_collision,0.21428571428571427,6,7,7,7x7,10x10,False,0.49,46,A*
119,18,93,831.1480519480516,0.0,self_collision,0.1935483870967742,21,7,7,7x7,10x10,False,0.49,46,A*
120,5,22,158.64285714285722,0.0,self_collision,0.22727272727272727,8,7,7,7x7,10x10,False,0.49,46,A*
121,19,97,883.5888888888885,0.01687169075012207,self_collision,0.1958762886597938,22,7,7,7x7,10x10,False,0.49,46,A*
122,1,6,-48.298809523809524,0.0,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
123,18,95,833.103571428571,0.0,wall_collision,0.18947368421052632,21,7,7,7x7,10x10,False,0.49,46,A*
124,3,22,55.85357142857143,0.0,self_collision,0.13636363636363635,6,7,7,7x7,10x10,False,0.49,46,A*
125,3,20,55.695634920634944,0.0,self_collision,0.15,6,7,7,7x7,10x10,False,0.49,46,A*
126,1,7,-48.107142857142854,0.0,self_collision,0.14285714285714285,4,7,7,7x7,10x10,False,0.49,46,A*
127,3,13,55.30000000000001,0.0,self_collision,0.23076923076923078,6,7,7,7x7,10x10,False,0.49,46,A*
128,1,3,-48.9,0.0,self_collision,0.3333333333333333,4,7,7,7x7,10x10,False,0.49,46,A*
129,7,43,262.83217893217886,0.0,self_collision,0.16279069767441862,10,7,7,7x7,10x10,False,0.49,46,A*
130,1,5,-48.43333333333334,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
131,5,22,158.88333333333333,0.0,self_collision,0.22727272727272727,8,7,7,7x7,10x10,False,0.49,46,A*
132,17,109,782.4170995670993,0.016149282455444336,self_collision,0.1559633027522936,20,7,7,7x7,10x10,False,0.49,46,A*
133,1,5,-48.21666666666667,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
134,9,55,367.15678210678203,0.0,self_collision,0.16363636363636364,12,7,7,7x7,10x10,False,0.49,46,A*
135,9,50,366.76904761904757,0.0,self_collision,0.18,12,7,7,7x7,10x10,False,0.49,46,A*
136,11,67,470.9674603174602,0.0,self_collision,0.16417910447761194,14,7,7,7x7,10x10,False,0.49,46,A*
137,7,35,262.2718253968253,0.0,self_collision,0.2,10,7,7,7x7,10x10,False,0.49,46,A*
138,1,5,-48.35,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
139,1,4,-48.833333333333336,0.0,self_collision,0.25,4,7,7,7x7,10x10,False,0.49,46,A*
140,11,59,469.2353174603172,0.0,self_collision,0.1864406779661017,14,7,7,7x7,10x10,False,0.49,46,A*
141,5,24,158.2770202020202,0.0,self_collision,0.20833333333333334,8,7,7,7x7,10x10,False,0.49,46,A*
142,3,18,55.110714285714295,0.0,self_collision,0.16666666666666666,6,7,7,7x7,10x10,False,0.49,46,A*
143,21,115,988.0631313131314,0.016173601150512695,wall_collision,0.1826086956521739,24,7,7,7x7,10x10,False,0.49,46,A*
144,1,6,-47.983333333333334,0.0004603862762451172,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
145,7,39,261.7547619047619,0.0,self_collision,0.1794871794871795,10,7,7,7x7,10x10,False,0.49,46,A*
146,3,15,54.94285714285715,0.0,self_collision,0.2,6,7,7,7x7,10x10,False,0.49,46,A*
147,20,88,933.3781746031743,0.0,self_collision,0.22727272727272727,23,7,7,7x7,10x10,False,0.49,46,A*
148,18,125,832.6131313131307,0.0,self_collision,0.144,21,7,7,7x7,10x10,False,0.49,46,A*
149,9,51,366.1242063492063,0.016802310943603516,self_collision,0.17647058823529413,12,7,7,7x7,10x10,False,0.49,46,A*
150,7,32,260.8107142857142,0.0,self_collision,0.21875,10,7,7,7x7,10x10,False,0.49,46,A*
151,3,17,55.19285714285715,0.0,self_collision,0.17647058823529413,6,7,7,7x7,10x10,False,0.49,46,A*
152,16,84,727.8988095238091,0.0,self_collision,0.19047619047619047,19,7,7,7x7,10x10,False,0.49,46,A*
153,3,19,55.87619047619049,0.0,self_collision,0.15789473684210525,6,7,7,7x7,10x10,False,0.49,46,A*
154,5,38,159.85079365079366,0.0,self_collision,0.13157894736842105,8,7,7,7x7,10x10,False,0.49,46,A*
155,19,97,882.0777777777773,0.0,self_collision,0.1958762886597938,22,7,7,7x7,10x10,False,0.49,46,A*
156,1,5,-47.96666666666667,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
157,17,93,779.35119047619,0.015407562255859375,self_collision,0.1827956989247312,20,7,7,7x7,10x10,False,0.49,46,A*
158,1,3,-48.9,0.0,self_collision,0.3333333333333333,4,7,7,7x7,10x10,False,0.49,46,A*
159,11,50,469.00119047619023,0.00035762786865234375,self_collision,0.22,14,7,7,7x7,10x10,False,0.49,46,A*
160,5,25,158.41785714285714,0.0,self_collision,0.2,8,7,7,7x7,10x10,False,0.49,46,A*
161,3,14,55.44999999999999,0.0,self_collision,0.21428571428571427,6,7,7,7x7,10x10,False,0.49,46,A*
162,5,25,158.69682539682543,0.0,self_collision,0.2,8,7,7,7x7,10x10,False,0.49,46,A*
163,16,105,730.760317460317,0.0,wall_collision,0.1523809523809524,19,7,7,7x7,10x10,False,0.49,46,A*
164,1,6,-48.330555555555556,0.0,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
165,11,73,470.94567099567087,0.0,self_collision,0.1506849315068493,14,7,7,7x7,10x10,False,0.49,46,A*
166,7,30,261.8785714285714,0.0,self_collision,0.23333333333333334,10,7,7,7x7,10x10,False,0.49,46,A*
167,11,69,470.7948412698412,0.0,self_collision,0.15942028985507245,14,7,7,7x7,10x10,False,0.49,46,A*
168,5,27,159.28571428571428,0.0,self_collision,0.18518518518518517,8,7,7,7x7,10x10,False,0.49,46,A*
169,1,6,-48.11666666666667,0.0,self_collision,0.16666666666666666,4,7,7,7x7,10x10,False,0.49,46,A*
170,16,81,729.263095238095,0.01657414436340332,self_collision,0.19753086419753085,19,7,7,7x7,10x10,False,0.49,46,A*
171,21,160,992.4051948051947,0.0,self_collision,0.13125,24,7,7,7x7,10x10,False,0.49,46,A*
172,16,97,730.1849206349203,0.016257524490356445,wall_collision,0.16494845360824742,19,7,7,7x7,10x10,False,0.49,46,A*
173,1,4,-48.61666666666667,0.0,self_collision,0.25,4,7,7,7x7,10x10,False,0.49,46,A*
174,20,93,934.3269841269837,0.0,wall_collision,0.21505376344086022,23,7,7,7x7,10x10,False,0.49,46,A*
175,10,40,416.3107142857141,0.0,wall_collision,0.25,13,7,7,7x7,10x10,False,0.49,46,A*
176,22,143,1042.3952380952383,0.0,wall_collision,0.15384615384615385,25,7,7,7x7,10x10,False,0.49,46,A*
177,11,48,468.1773809523809,0.0,self_collision,0.22916666666666666,14,7,7,7x7,10x10,False,0.49,46,A*
178,26,145,1246.9420995671012,0.016778945922851562,self_collision,0.1793103448275862,29,7,7,7x7,10x10,False,0.49,46,A*
179,22,138,1040.98575036075,0.0,self_collision,0.15942028985507245,25,7,7,7x7,10x10,False,0.49,46,A*
180,7,40,263.17619047619047,0.0,self_collision,0.175,10,7,7,7x7,10x10,False,0.49,46,A*
181,5,23,158.19404761904764,0.0,self_collision,0.21739130434782608,8,7,7,7x7,10x10,False,0.49,46,A*
182,10,53,417.9607142857142,0.01631784439086914,self_collision,0.18867924528301888,13,7,7,7x7,10x10,False,0.49,46,A*
183,11,72,470.76269841269834,0.0004980564117431641,self_collision,0.1527777777777778,14,7,7,7x7,10x10,False,0.49,46,A*
184,9,51,366.3396825396824,0.0,self_collision,0.17647058823529413,12,7,7,7x7,10x10,False,0.49,46,A*
185,1,5,-48.49047619047619,0.0,self_collision,0.2,4,7,7,7x7,10x10,False,0.49,46,A*
186,13,88,576.519841269841,0.0,self_collision,0.14772727272727273,16,7,7,7x7,10x10,False,0.49,46,A*
187,21,125,988.5635281385273,0.0,self_collision,0.168,24,7,7,7x7,10x10,False,0.49,46,A*
188,17,69,777.8063492063488,0.016471385955810547,self_collision,0.2463768115942029,20,7,7,7x7,10x10,False,0.49,46,A*
189,17,101,781.3999999999996,0.0,self_collision,0.16831683168316833,20,7,7,7x7,10x10,False,0.49,46,A*
190,7,37,261.9507936507936,0.0,self_collision,0.1891891891891892,10,7,7,7x7,10x10,False,0.49,46,A*
191,13,89,575.463492063492,0.0,self_collision,0.14606741573033707,16,7,7,7x7,10x10,False,0.49,46,A*
192,3,20,55.79563492063494,0.0,self_collision,0.15,6,7,7,7x7,10x10,False,0.49,46,A*
193,7,36,260.7460678210678,0.0,self_collision,0.19444444444444445,10,7,7,7x7,10x10,False,0.49,46,A*
194,7,26,261.2789682539682,0.0,self_collision,0.2692307692307692,10,7,7,7x7,10x10,False,0.49,46,A*
195,11,66,470.84325396825386,0.016876935958862305,self_collision,0.16666666666666666,14,7,7,7x7,10x10,False,0.49,46,A*
196,15,97,679.2174963924963,0.0,self_collision,0.15463917525773196,18,7,7,7x7,10x10,False,0.49,46,A*
197,9,46,366.6440476190476,0.0,self_collision,0.1956521739130435,12,7,7,7x7,10x10,False,0.49,46,A*
198,20,103,935.5972222222224,0.0,self_collision,0.1941747572815534,23,7,7,7x7,10x10,False,0.49,46,A*
199,9,53,367.51071428571413,0.0,self_collision,0.16981132075471697,12,7,7,7x7,10x10,False,0.49,46,A*
200,7,41,262.7468253968254,0.0,self_collision,0.17073170731707318,10,7,7,7x7,10x10,False,0.49,46,A*
1,13,105,582.2134920634919,0.015195369720458984,wall_collision,0.12380952380952381,16,7,7,7x7,10x10,False,0.49,46,GP
2,16,135,746.2921356421349,0.0014698505401611328,self_collision,0.11851851851851852,19,7,7,7x7,10x10,False,0.49,46,GP
3,13,101,580.4908730158728,0.0,wall_collision,0.12871287128712872,16,7,7,7x7,10x10,False,0.49,46,GP
4,19,169,897.2524531024527,0.0,self_collision,0.11242603550295859,22,7,7,7x7,10x10,False,0.49,46,GP
5,17,134,785.9826118326113,0.0,self_collision,0.12686567164179105,20,7,7,7x7,10x10,False,0.49,46,GP
6,12,75,524.9234487734487,0.0,self_collision,0.16,15,7,7,7x7,10x10,False,0.49,46,GP
7,11,95,474.3024531024531,0.0,self_collision,0.11578947368421053,14,7,7,7x7,10x10,False,0.49,46,GP
8,14,95,630.2365079365076,0.0,wall_collision,0.14736842105263157,17,7,7,7x7,10x10,False,0.49,46,GP
9,22,162,1044.3465007215007,0.016204118728637695,self_collision,0.13580246913580246,25,7,7,7x7,10x10,False,0.49,46,GP
10,10,75,425.06031746031726,0.00038814544677734375,invalid_action_collision,0.13333333333333333,13,7,7,7x7,10x10,False,0.49,46,GP
11,20,155,944.2011904761903,0.0,invalid_action_collision,0.12903225806451613,23,7,7,7x7,10x10,False,0.49,46,GP
12,2,11,3.7666666666666657,0.0,self_collision,0.18181818181818182,5,7,7,7x7,10x10,False,0.49,46,GP
13,8,53,317.01190476190465,0.0,wall_collision,0.1509433962264151,11,7,7,7x7,10x10,False,0.49,46,GP
14,7,51,266.5095238095237,0.0,self_collision,0.13725490196078433,10,7,7,7x7,10x10,False,0.49,46,GP
15,14,111,631.0655122655118,0.0,self_collision,0.12612612612612611,17,7,7,7x7,10x10,False,0.49,46,GP
16,22,175,1051.4853174603181,0.0,self_collision,0.12571428571428572,25,7,7,7x7,10x10,False,0.49,46,GP
17,13,117,589.0508297258293,0.0,self_collision,0.1111111111111111,16,7,7,7x7,10x10,False,0.49,46,GP
18,9,81,371.9889249639249,0.0,wall_collision,0.1111111111111111,12,7,7,7x7,10x10,False,0.49,46,GP
19,16,144,740.5452380952376,0.01622772216796875,self_collision,0.1111111111111111,19,7,7,7x7,10x10,False,0.49,46,GP
20,15,123,687.7071428571423,0.0005667209625244141,wall_collision,0.12195121951219512,18,7,7,7x7,10x10,False,0.49,46,GP
21,14,135,632.3985209235204,0.0,self_collision,0.1037037037037037,17,7,7,7x7,10x10,False,0.49,46,GP
22,14,101,630.9920634920632,0.0,self_collision,0.13861386138613863,17,7,7,7x7,10x10,False,0.49,46,GP
23,17,145,789.7210317460314,0.0,wall_collision,0.11724137931034483,20,7,7,7x7,10x10,False,0.49,46,GP
24,13,95,581.8396825396824,0.0,self_collision,0.1368421052631579,16,7,7,7x7,10x10,False,0.49,46,GP
25,15,115,687.2365440115435,0.0,self_collision,0.13043478260869565,18,7,7,7x7,10x10,False,0.49,46,GP
26,17,115,784.8826479076475,0.0,self_collision,0.14782608695652175,20,7,7,7x7,10x10,False,0.49,46,GP
27,16,120,733.7687229437227,0.018799304962158203,self_collision,0.13333333333333333,19,7,7,7x7,10x10,False,0.49,46,GP
28,21,160,1000.4071789321788,0.005665302276611328,self_collision,0.13125,24,7,7,7x7,10x10,False,0.49,46,GP
29,11,83,473.2206349206348,0.0,self_collision,0.13253012048192772,14,7,7,7x7,10x10,False,0.49,46,GP
30,24,177,1147.526262626263,0.00999307632446289,self_collision,0.13559322033898305,27,7,7,7x7,10x10,False,0.49,46,GP
31,19,152,893.2282467532459,0.004998207092285156,self_collision,0.125,22,7,7,7x7,10x10,False,0.49,46,GP
32,19,155,896.297222222222,0.006002902984619141,self_collision,0.12258064516129032,22,7,7,7x7,10x10,False,0.49,46,GP
33,16,152,739.4012987012981,0.005511760711669922,self_collision,0.10526315789473684,19,7,7,7x7,10x10,False,0.49,46,GP
34,17,131,789.019444444444,0.0,self_collision,0.1297709923664122,20,7,7,7x7,10x10,False,0.49,46,GP
35,4,41,110.63015873015877,0.0,wall_collision,0.0975609756097561,7,7,7,7x7,10x10,False,0.49,46,GP
36,2,29,9.283333333333331,0.0,wall_collision,0.06896551724137931,5,7,7,7x7,10x10,False,0.49,46,GP
37,16,120,734.8107503607499,0.009156227111816406,self_collision,0.13333333333333333,19,7,7,7x7,10x10,False,0.49,46,GP
38,9,83,378.3127344877343,0.0,wall_collision,0.10843373493975904,12,7,7,7x7,10x10,False,0.49,46,GP
39,16,137,737.7384920634917,0.004005908966064453,self_collision,0.11678832116788321,19,7,7,7x7,10x10,False,0.49,46,GP
40,15,122,691.2880952380948,0.0014324188232421875,self_collision,0.12295081967213115,18,7,7,7x7,10x10,False,0.49,46,GP
41,4,37,111.0746031746032,0.0024099349975585938,wall_collision,0.10810810810810811,7,7,7,7x7,10x10,False,0.49,46,GP
42,14,106,629.7861111111108,0.0020089149475097656,self_collision,0.1320754716981132,17,7,7,7x7,10x10,False,0.49,46,GP
43,21,166,1004.5047619047616,0.0,self_collision,0.12650602409638553,24,7,7,7x7,10x10,False,0.49,46,GP
44,16,141,742.0647186147182,0.0,self_collision,0.11347517730496454,19,7,7,7x7,10x10,False,0.49,46,GP
45,21,193,1002.4928932178927,0.0,self_collision,0.10880829015544041,24,7,7,7x7,10x10,False,0.49,46,GP
46,20,133,940.4186507936502,0.012082099914550781,invalid_action_collision,0.15037593984962405,23,7,7,7x7,10x10,False,0.49,46,GP
47,15,119,684.1734126984122,0.0,self_collision,0.12605042016806722,18,7,7,7x7,10x10,False,0.49,46,GP
48,22,160,1047.9603174603171,0.0,self_collision,0.1375,25,7,7,7x7,10x10,False,0.49,46,GP
49,21,147,992.7405122655123,0.0,self_collision,0.14285714285714285,24,7,7,7x7,10x10,False,0.49,46,GP
50,9,77,370.645274170274,0.0,wall_collision,0.11688311688311688,12,7,7,7x7,10x10,False,0.49,46,GP
51,17,142,792.2686507936501,0.0,invalid_action_collision,0.11971830985915492,20,7,7,7x7,10x10,False,0.49,46,GP
52,7,49,263.66031746031746,0.0,self_collision,0.14285714285714285,10,7,7,7x7,10x10,False,0.49,46,GP
53,19,158,900.9964285714278,0.015774250030517578,self_collision,0.12025316455696203,22,7,7,7x7,10x10,False,0.49,46,GP
54,14,117,629.7702380952377,0.00040912628173828125,self_collision,0.11965811965811966,17,7,7,7x7,10x10,False,0.49,46,GP
55,4,27,107.26432178932183,0.0,self_collision,0.14814814814814814,7,7,7,7x7,10x10,False,0.49,46,GP
56,16,136,739.9984126984125,0.0,self_collision,0.11764705882352941,19,7,7,7x7,10x10,False,0.49,46,GP
57,16,133,738.4817460317457,0.0,self_collision,0.12030075187969924,19,7,7,7x7,10x10,False,0.49,46,GP
58,20,171,948.2305555555547,0.0,self_collision,0.11695906432748537,23,7,7,7x7,10x10,False,0.49,46,GP
59,13,109,578.4329365079362,0.0,self_collision,0.11926605504587157,16,7,7,7x7,10x10,False,0.49,46,GP
60,18,157,839.6635281385277,0.0,wall_collision,0.11464968152866242,21,7,7,7x7,10x10,False,0.49,46,GP
61,14,109,633.4540404040397,0.01676487922668457,self_collision,0.12844036697247707,17,7,7,7x7,10x10,False,0.49,46,GP
62,19,152,894.6670634920632,0.0,self_collision,0.125,22,7,7,7x7,10x10,False,0.49,46,GP
63,13,118,584.2313492063487,0.0,self_collision,0.11016949152542373,16,7,7,7x7,10x10,False,0.49,46,GP
64,13,88,580.0023809523806,0.0,self_collision,0.14772727272727273,16,7,7,7x7,10x10,False,0.49,46,GP
65,13,107,577.6361471861468,0.0,self_collision,0.12149532710280374,16,7,7,7x7,10x10,False,0.49,46,GP
66,14,121,632.7190476190474,0.0,self_collision,0.11570247933884298,17,7,7,7x7,10x10,False,0.49,46,GP
67,20,156,945.4917388167382,0.0,self_collision,0.1282051282051282,23,7,7,7x7,10x10,False,0.49,46,GP
68,21,157,999.9020202020201,0.016753673553466797,self_collision,0.1337579617834395,24,7,7,7x7,10x10,False,0.49,46,GP
69,2,11,3.73333333333332,0.0,self_collision,0.18181818181818182,5,7,7,7x7,10x10,False,0.49,46,GP
70,16,156,742.0603174603168,0.0,self_collision,0.10256410256410256,19,7,7,7x7,10x10,False,0.49,46,GP
71,16,163,738.1203102453097,0.0,wall_collision,0.09815950920245399,19,7,7,7x7,10x10,False,0.49,46,GP
72,13,100,580.9087301587298,0.0,self_collision,0.13,16,7,7,7x7,10x10,False,0.49,46,GP
