episode,score,steps,total_reward,time,reason,efficiency,snake_length,grid_width,grid_height,grid_size,training_grid,is_training_grid,complexity_ratio,max_possible_score,agent
152,11,67,475.00952380952367,0.0,invalid_action_collision,0.16417910447761194,14,5,5,5x5,10x10,False,0.25,22,GP
153,5,21,158.48333333333335,0.0,wall_collision,0.23809523809523808,8,5,5,5x5,10x10,False,0.25,22,GP
154,9,43,365.9023809523808,0.0,self_collision,0.20930232558139536,12,5,5,5x5,10x10,False,0.25,22,GP
155,12,62,526.2499999999998,0.0,self_collision,0.1935483870967742,15,5,5,5x5,10x10,False,0.25,22,GP
156,12,51,521.9095238095235,0.0,self_collision,0.23529411764705882,15,5,5,5x5,10x10,False,0.25,22,GP
157,7,35,264.7666666666666,0.0,self_collision,0.2,10,5,5,5x5,10x10,False,0.25,22,GP
158,11,70,476.8107142857141,0.0,self_collision,0.15714285714285714,14,5,5,5x5,10x10,False,0.25,22,GP
159,17,65,780.8166666666664,0.0,self_collision,0.26153846153846155,20,5,5,5x5,10x10,False,0.25,22,GP
160,12,63,526.8333333333331,0.015179634094238281,self_collision,0.19047619047619047,15,5,5,5x5,10x10,False,0.25,22,GP
161,16,79,734.6095238095235,0.0013494491577148438,self_collision,0.20253164556962025,19,5,5,5x5,10x10,False,0.25,22,GP
162,11,64,475.11666666666645,0.0,self_collision,0.171875,14,5,5,5x5,10x10,False,0.25,22,GP
163,13,67,578.7666666666663,0.0,self_collision,0.19402985074626866,16,5,5,5x5,10x10,False,0.25,22,GP
164,11,63,471.6999999999998,0.0,self_collision,0.1746031746031746,14,5,5,5x5,10x10,False,0.25,22,GP
165,9,49,368.37619047619035,0.0,self_collision,0.1836734693877551,12,5,5,5x5,10x10,False,0.25,22,GP
166,9,69,372.4440476190474,0.0,self_collision,0.13043478260869565,12,5,5,5x5,10x10,False,0.25,22,GP
167,11,82,476.50357142857126,0.0,self_collision,0.13414634146341464,14,5,5,5x5,10x10,False,0.25,22,GP
168,10,50,420.64999999999975,0.0,self_collision,0.2,13,5,5,5x5,10x10,False,0.25,22,GP
169,14,73,628.4666666666665,0.0,self_collision,0.1917808219178082,17,5,5,5x5,10x10,False,0.25,22,GP
170,10,58,422.9869047619045,0.0,self_collision,0.1724137931034483,13,5,5,5x5,10x10,False,0.25,22,GP
171,15,95,685.7369047619045,0.0,wall_collision,0.15789473684210525,18,5,5,5x5,10x10,False,0.25,22,GP
172,8,55,319.1261904761903,0.0,self_collision,0.14545454545454545,11,5,5,5x5,10x10,False,0.25,22,GP
173,11,51,469.8595238095237,0.0,self_collision,0.21568627450980393,14,5,5,5x5,10x10,False,0.25,22,GP
174,11,56,474.4499999999997,0.0,self_collision,0.19642857142857142,14,5,5,5x5,10x10,False,0.25,22,GP
175,12,55,524.1333333333331,0.0,self_collision,0.21818181818181817,15,5,5,5x5,10x10,False,0.25,22,GP
176,8,35,315.96666666666647,0.0,self_collision,0.22857142857142856,11,5,5,5x5,10x10,False,0.25,22,GP
177,12,61,523.5440476190474,0.0,self_collision,0.19672131147540983,15,5,5,5x5,10x10,False,0.25,22,GP
178,5,31,160.40952380952382,0.0,wall_collision,0.16129032258064516,8,5,5,5x5,10x10,False,0.25,22,GP
179,10,62,422.042857142857,0.0,self_collision,0.16129032258064516,13,5,5,5x5,10x10,False,0.25,22,GP
180,14,65,627.2166666666665,0.015605449676513672,wall_collision,0.2153846153846154,17,5,5,5x5,10x10,False,0.25,22,GP
181,12,57,524.2666666666665,0.0008111000061035156,self_collision,0.21052631578947367,15,5,5,5x5,10x10,False,0.25,22,GP
182,8,39,316.8666666666665,0.0,wall_collision,0.20512820512820512,11,5,5,5x5,10x10,False,0.25,22,GP
183,8,45,317.14285714285705,0.0,self_collision,0.17777777777777778,11,5,5,5x5,10x10,False,0.25,22,GP
184,10,58,422.83333333333326,0.0,self_collision,0.1724137931034483,13,5,5,5x5,10x10,False,0.25,22,GP
185,9,61,374.9440476190472,0.0,self_collision,0.14754098360655737,12,5,5,5x5,10x10,False,0.25,22,GP
186,14,58,628.3499999999996,0.0,self_collision,0.2413793103448276,17,5,5,5x5,10x10,False,0.25,22,GP
187,7,44,265.84999999999997,0.0,self_collision,0.1590909090909091,10,5,5,5x5,10x10,False,0.25,22,GP
188,11,63,473.0940476190474,0.0,wall_collision,0.1746031746031746,14,5,5,5x5,10x10,False,0.25,22,GP
189,16,95,739.6023809523805,0.0,self_collision,0.16842105263157894,19,5,5,5x5,10x10,False,0.25,22,GP
190,2,17,6.216666666666683,0.0,wall_collision,0.11764705882352941,5,5,5,5x5,10x10,False,0.25,22,GP
191,9,45,368.54999999999984,0.0,wall_collision,0.2,12,5,5,5x5,10x10,False,0.25,22,GP
192,15,86,683.1095238095235,0.0,invalid_action_collision,0.1744186046511628,18,5,5,5x5,10x10,False,0.25,22,GP
193,8,41,312.58690476190475,0.0,wall_collision,0.1951219512195122,11,5,5,5x5,10x10,False,0.25,22,GP
194,16,75,732.1095238095235,0.0,self_collision,0.21333333333333335,19,5,5,5x5,10x10,False,0.25,22,GP
195,11,64,472.62619047619035,0.0,self_collision,0.171875,14,5,5,5x5,10x10,False,0.25,22,GP
196,12,61,524.533333333333,0.0,wall_collision,0.19672131147540983,15,5,5,5x5,10x10,False,0.25,22,GP
197,9,59,370.55238095238076,0.0,self_collision,0.15254237288135594,12,5,5,5x5,10x10,False,0.25,22,GP
198,13,71,577.0166666666665,0.0,wall_collision,0.18309859154929578,16,5,5,5x5,10x10,False,0.25,22,GP
199,19,79,882.2595238095234,0.0,self_collision,0.24050632911392406,22,5,5,5x5,10x10,False,0.25,22,GP
200,7,37,265.6333333333332,0.015172719955444336,self_collision,0.1891891891891892,10,5,5,5x5,10x10,False,0.25,22,GP
1,6,23,209.4666666666667,0.0016193389892578125,self_collision,0.2608695652173913,9,5,5,5x5,10x10,False,0.25,22,DQN
2,8,37,314.1773809523808,0.016783952713012695,self_collision,0.21621621621621623,11,5,5,5x5,10x10,False,0.25,22,DQN
3,3,18,55.78333333333333,0.01647162437438965,self_collision,0.16666666666666666,6,5,5,5x5,10x10,False,0.25,22,DQN
4,8,37,314.10119047619037,0.01654672622680664,self_collision,0.21621621621621623,11,5,5,5x5,10x10,False,0.25,22,DQN
5,1,7,-47.583333333333336,0.0,self_collision,0.14285714285714285,4,5,5,5x5,10x10,False,0.25,22,DQN
6,8,40,314.6833333333333,0.016659259796142578,self_collision,0.2,11,5,5,5x5,10x10,False,0.25,22,DQN
7,10,37,416.44999999999993,0.017017364501953125,self_collision,0.2702702702702703,13,5,5,5x5,10x10,False,0.25,22,DQN
8,17,69,778.742857142857,0.033823490142822266,wall_collision,0.2463768115942029,20,5,5,5x5,10x10,False,0.25,22,DQN
9,9,33,364.4166666666665,0.0018982887268066406,self_collision,0.2727272727272727,12,5,5,5x5,10x10,False,0.25,22,DQN
10,6,32,211.5761904761905,0.01592111587524414,self_collision,0.1875,9,5,5,5x5,10x10,False,0.25,22,DQN
11,9,36,365.142857142857,0.0163116455078125,self_collision,0.25,12,5,5,5x5,10x10,False,0.25,22,DQN
12,10,28,414.44999999999993,0.01665472984313965,self_collision,0.35714285714285715,13,5,5,5x5,10x10,False,0.25,22,DQN
13,5,23,159.5,0.016762733459472656,wall_collision,0.21739130434782608,8,5,5,5x5,10x10,False,0.25,22,DQN
14,8,33,313.6761904761904,0.016625404357910156,wall_collision,0.24242424242424243,11,5,5,5x5,10x10,False,0.25,22,DQN
15,11,45,468.26666666666654,0.017253398895263672,wall_collision,0.24444444444444444,14,5,5,5x5,10x10,False,0.25,22,DQN
16,9,35,364.76666666666654,0.016049623489379883,self_collision,0.2571428571428571,12,5,5,5x5,10x10,False,0.25,22,DQN
17,15,87,681.3535714285711,0.049466848373413086,wall_collision,0.1724137931034483,18,5,5,5x5,10x10,False,0.25,22,DQN
18,8,35,312.4440476190476,0.015784502029418945,wall_collision,0.22857142857142856,11,5,5,5x5,10x10,False,0.25,22,DQN
19,9,40,365.7166666666665,0.017957210540771484,self_collision,0.225,12,5,5,5x5,10x10,False,0.25,22,DQN
20,5,16,157.15000000000003,0.0,wall_collision,0.3125,8,5,5,5x5,10x10,False,0.25,22,DQN
21,7,35,263.32619047619033,0.025151491165161133,wall_collision,0.2,10,5,5,5x5,10x10,False,0.25,22,DQN
22,3,9,54.16666666666666,0.008960485458374023,self_collision,0.3333333333333333,6,5,5,5x5,10x10,False,0.25,22,DQN
23,12,56,522.5928571428569,0.029703378677368164,self_collision,0.21428571428571427,15,5,5,5x5,10x10,False,0.25,22,DQN
24,11,53,470.3833333333332,0.03615546226501465,self_collision,0.20754716981132076,14,5,5,5x5,10x10,False,0.25,22,DQN
25,8,28,311.64999999999986,0.013914346694946289,self_collision,0.2857142857142857,11,5,5,5x5,10x10,False,0.25,22,DQN
26,5,21,159.25,0.010397672653198242,wall_collision,0.23809523809523808,8,5,5,5x5,10x10,False,0.25,22,DQN
27,4,21,107.71666666666667,0.01042795181274414,self_collision,0.19047619047619047,7,5,5,5x5,10x10,False,0.25,22,DQN
28,8,31,313.31666666666655,0.012434005737304688,self_collision,0.25806451612903225,11,5,5,5x5,10x10,False,0.25,22,DQN
29,10,45,418.2333333333331,0.023467540740966797,wall_collision,0.2222222222222222,13,5,5,5x5,10x10,False,0.25,22,DQN
30,5,14,157.15000000000003,0.00878453254699707,self_collision,0.35714285714285715,8,5,5,5x5,10x10,False,0.25,22,DQN
31,10,51,418.15952380952365,0.017764568328857422,wall_collision,0.19607843137254902,13,5,5,5x5,10x10,False,0.25,22,DQN
32,1,7,-47.96666666666667,0.0,wall_collision,0.14285714285714285,4,5,5,5x5,10x10,False,0.25,22,DQN
33,4,19,107.30952380952385,0.021799564361572266,self_collision,0.21052631578947367,7,5,5,5x5,10x10,False,0.25,22,DQN
34,6,23,209.13333333333333,0.011451005935668945,self_collision,0.2608695652173913,9,5,5,5x5,10x10,False,0.25,22,DQN
35,13,64,576.3666666666662,0.04738211631774902,self_collision,0.203125,16,5,5,5x5,10x10,False,0.25,22,DQN
36,10,52,418.7761904761903,0.03168773651123047,self_collision,0.19230769230769232,13,5,5,5x5,10x10,False,0.25,22,DQN
37,9,43,367.2285714285712,0.018181562423706055,wall_collision,0.20930232558139536,12,5,5,5x5,10x10,False,0.25,22,DQN
38,16,61,727.6428571428567,0.0318603515625,wall_collision,0.26229508196721313,19,5,5,5x5,10x10,False,0.25,22,DQN
39,11,54,469.6761904761902,0.018096923828125,wall_collision,0.2037037037037037,14,5,5,5x5,10x10,False,0.25,22,DQN
40,12,50,520.2999999999998,0.017339706420898438,self_collision,0.24,15,5,5,5x5,10x10,False,0.25,22,DQN
41,8,38,314.0428571428571,0.016195058822631836,self_collision,0.21052631578947367,11,5,5,5x5,10x10,False,0.25,22,DQN
42,7,19,259.68333333333334,0.01641845703125,wall_collision,0.3684210526315789,10,5,5,5x5,10x10,False,0.25,22,DQN
43,8,27,311.6095238095238,0.016984939575195312,wall_collision,0.2962962962962963,11,5,5,5x5,10x10,False,0.25,22,DQN
44,10,55,420.2428571428569,0.027262210845947266,self_collision,0.18181818181818182,13,5,5,5x5,10x10,False,0.25,22,DQN
45,3,7,53.28333333333333,0.007138490676879883,self_collision,0.42857142857142855,6,5,5,5x5,10x10,False,0.25,22,DQN
46,12,83,525.1630952380953,0.03218841552734375,wall_collision,0.14457831325301204,15,5,5,5x5,10x10,False,0.25,22,DQN
47,15,87,683.4023809523807,0.03323054313659668,wall_collision,0.1724137931034483,18,5,5,5x5,10x10,False,0.25,22,DQN
48,9,28,363.1333333333333,0.01667046546936035,self_collision,0.32142857142857145,12,5,5,5x5,10x10,False,0.25,22,DQN
49,4,19,106.86666666666667,0.01675891876220703,wall_collision,0.21052631578947367,7,5,5,5x5,10x10,False,0.25,22,DQN
50,18,77,832.3773809523806,0.033115386962890625,self_collision,0.23376623376623376,21,5,5,5x5,10x10,False,0.25,22,DQN
51,7,33,262.17738095238093,0.016582489013671875,wall_collision,0.21212121212121213,10,5,5,5x5,10x10,False,0.25,22,DQN
52,10,41,418.79285714285686,0.016946792602539062,wall_collision,0.24390243902439024,13,5,5,5x5,10x10,False,0.25,22,DQN
53,11,48,469.48333333333323,0.03941988945007324,self_collision,0.22916666666666666,14,5,5,5x5,10x10,False,0.25,22,DQN
54,8,45,317.7499999999998,0.027080535888671875,wall_collision,0.17777777777777778,11,5,5,5x5,10x10,False,0.25,22,DQN
55,11,45,469.133333333333,0.016692399978637695,wall_collision,0.24444444444444444,14,5,5,5x5,10x10,False,0.25,22,DQN
56,8,39,315.1333333333332,0.01657247543334961,self_collision,0.20512820512820512,11,5,5,5x5,10x10,False,0.25,22,DQN
57,4,23,108.15952380952382,0.017479658126831055,wall_collision,0.17391304347826086,7,5,5,5x5,10x10,False,0.25,22,DQN
58,8,32,313.88333333333327,0.01597452163696289,self_collision,0.25,11,5,5,5x5,10x10,False,0.25,22,DQN
59,8,41,315.4666666666665,0.01685500144958496,wall_collision,0.1951219512195122,11,5,5,5x5,10x10,False,0.25,22,DQN
60,11,45,469.7333333333331,0.029909849166870117,self_collision,0.24444444444444444,14,5,5,5x5,10x10,False,0.25,22,DQN
61,6,24,210.23333333333335,0.014467716217041016,self_collision,0.25,9,5,5,5x5,10x10,False,0.25,22,DQN
62,9,51,368.88333333333316,0.02815985679626465,self_collision,0.17647058823529413,12,5,5,5x5,10x10,False,0.25,22,DQN
63,6,27,210.59999999999997,0.010622024536132812,wall_collision,0.2222222222222222,9,5,5,5x5,10x10,False,0.25,22,DQN
64,13,56,573.1499999999996,0.05560612678527832,self_collision,0.23214285714285715,16,5,5,5x5,10x10,False,0.25,22,DQN
65,6,27,210.51666666666665,0.010763406753540039,self_collision,0.2222222222222222,9,5,5,5x5,10x10,False,0.25,22,DQN
66,8,47,315.02619047619044,0.01716756820678711,wall_collision,0.1702127659574468,11,5,5,5x5,10x10,False,0.25,22,DQN
67,9,47,368.1666666666665,0.016107559204101562,wall_collision,0.19148936170212766,12,5,5,5x5,10x10,False,0.25,22,DQN
68,5,15,157.0,0.016952037811279297,self_collision,0.3333333333333333,8,5,5,5x5,10x10,False,0.25,22,DQN
69,12,45,520.0166666666664,0.017058849334716797,self_collision,0.26666666666666666,15,5,5,5x5,10x10,False,0.25,22,DQN
70,13,59,571.6023809523808,0.03328418731689453,self_collision,0.22033898305084745,16,5,5,5x5,10x10,False,0.25,22,DQN
71,7,33,262.052380952381,0.01622915267944336,self_collision,0.21212121212121213,10,5,5,5x5,10x10,False,0.25,22,DQN
72,10,39,416.6666666666665,0.016904115676879883,wall_collision,0.2564102564102564,13,5,5,5x5,10x10,False,0.25,22,DQN
73,6,27,210.38333333333333,0.044130802154541016,self_collision,0.2222222222222222,9,5,5,5x5,10x10,False,0.25,22,DQN
74,10,28,415.1333333333332,0.02275824546813965,self_collision,0.35714285714285715,13,5,5,5x5,10x10,False,0.25,22,DQN
75,8,44,316.64999999999986,0.03508257865905762,self_collision,0.18181818181818182,11,5,5,5x5,10x10,False,0.25,22,DQN
76,5,13,156.25000000000006,0.022179365158081055,self_collision,0.38461538461538464,8,5,5,5x5,10x10,False,0.25,22,DQN
77,11,53,470.5166666666664,0.06219124794006348,self_collision,0.20754716981132076,14,5,5,5x5,10x10,False,0.25,22,DQN
78,6,33,210.81904761904764,0.0135040283203125,wall_collision,0.18181818181818182,9,5,5,5x5,10x10,False,0.25,22,DQN
79,5,22,158.19285714285718,0.016837596893310547,self_collision,0.22727272727272727,8,5,5,5x5,10x10,False,0.25,22,DQN
80,10,44,417.9833333333331,0.0485537052154541,self_collision,0.22727272727272727,13,5,5,5x5,10x10,False,0.25,22,DQN
81,8,33,314.03333333333313,0.01714611053466797,wall_collision,0.24242424242424243,11,5,5,5x5,10x10,False,0.25,22,DQN
82,7,25,261.19999999999993,0.024363279342651367,self_collision,0.28,10,5,5,5x5,10x10,False,0.25,22,DQN
83,15,69,677.8107142857139,0.025255680084228516,self_collision,0.21739130434782608,18,5,5,5x5,10x10,False,0.25,22,DQN
84,9,37,365.1499999999999,0.01689314842224121,wall_collision,0.24324324324324326,12,5,5,5x5,10x10,False,0.25,22,DQN
85,9,41,366.44999999999993,0.016675233840942383,self_collision,0.21951219512195122,12,5,5,5x5,10x10,False,0.25,22,DQN
86,7,23,260.94999999999993,0.016761302947998047,self_collision,0.30434782608695654,10,5,5,5x5,10x10,False,0.25,22,DQN
87,6,29,211.00952380952384,0.01672530174255371,wall_collision,0.20689655172413793,9,5,5,5x5,10x10,False,0.25,22,DQN
88,8,25,311.99999999999994,0.016534090042114258,self_collision,0.32,11,5,5,5x5,10x10,False,0.25,22,DQN
89,10,43,417.40952380952353,0.016777753829956055,self_collision,0.23255813953488372,13,5,5,5x5,10x10,False,0.25,22,DQN
90,6,29,211.59285714285716,0.016787052154541016,wall_collision,0.20689655172413793,9,5,5,5x5,10x10,False,0.25,22,DQN
91,9,55,367.72619047619037,0.01654338836669922,self_collision,0.16363636363636364,12,5,5,5x5,10x10,False,0.25,22,DQN
92,9,37,365.59285714285693,0.01652383804321289,wall_collision,0.24324324324324326,12,5,5,5x5,10x10,False,0.25,22,DQN
93,4,11,104.43333333333334,0.01715564727783203,wall_collision,0.36363636363636365,7,5,5,5x5,10x10,False,0.25,22,DQN
94,8,27,312.6833333333333,0.0,self_collision,0.2962962962962963,11,5,5,5x5,10x10,False,0.25,22,DQN
95,9,27,363.2833333333332,0.026265859603881836,wall_collision,0.3333333333333333,12,5,5,5x5,10x10,False,0.25,22,DQN
96,10,42,418.3095238095236,0.02101755142211914,self_collision,0.23809523809523808,13,5,5,5x5,10x10,False,0.25,22,DQN
97,9,33,365.1833333333332,0.0026454925537109375,self_collision,0.2727272727272727,12,5,5,5x5,10x10,False,0.25,22,DQN
98,11,57,470.40952380952376,0.03289628028869629,wall_collision,0.19298245614035087,14,5,5,5x5,10x10,False,0.25,22,DQN
99,8,41,313.94404761904747,0.016560792922973633,self_collision,0.1951219512195122,11,5,5,5x5,10x10,False,0.25,22,DQN
100,8,25,312.0499999999999,0.016730070114135742,self_collision,0.32,11,5,5,5x5,10x10,False,0.25,22,DQN
101,7,35,261.9190476190476,0.016933202743530273,self_collision,0.2,10,5,5,5x5,10x10,False,0.25,22,DQN
102,5,17,157.3,0.0,self_collision,0.29411764705882354,8,5,5,5x5,10x10,False,0.25,22,DQN
103,14,58,623.8999999999999,0.03300786018371582,self_collision,0.2413793103448276,17,5,5,5x5,10x10,False,0.25,22,DQN
104,10,41,416.63571428571413,0.016689538955688477,self_collision,0.24390243902439024,13,5,5,5x5,10x10,False,0.25,22,DQN
105,4,17,106.87500000000003,0.016962766647338867,wall_collision,0.23529411764705882,7,5,5,5x5,10x10,False,0.25,22,DQN
106,8,35,314.08333333333326,0.016546964645385742,self_collision,0.22857142857142856,11,5,5,5x5,10x10,False,0.25,22,DQN
107,10,53,417.6285714285714,0.027861595153808594,wall_collision,0.18867924528301888,13,5,5,5x5,10x10,False,0.25,22,DQN
108,10,57,417.9773809523808,0.022985219955444336,self_collision,0.17543859649122806,13,5,5,5x5,10x10,False,0.25,22,DQN
109,14,47,622.4499999999998,0.015795469284057617,wall_collision,0.2978723404255319,17,5,5,5x5,10x10,False,0.25,22,DQN
110,8,27,312.7333333333333,0.016730308532714844,self_collision,0.2962962962962963,11,5,5,5x5,10x10,False,0.25,22,DQN
111,12,45,520.8666666666663,0.016365528106689453,self_collision,0.26666666666666666,15,5,5,5x5,10x10,False,0.25,22,DQN
112,7,29,261.64285714285705,0.016374826431274414,self_collision,0.2413793103448276,10,5,5,5x5,10x10,False,0.25,22,DQN
113,7,24,261.34999999999997,0.0170900821685791,self_collision,0.2916666666666667,10,5,5,5x5,10x10,False,0.25,22,DQN
114,5,21,159.03333333333336,0.0,wall_collision,0.23809523809523808,8,5,5,5x5,10x10,False,0.25,22,DQN
115,13,60,573.6440476190473,0.03378915786743164,self_collision,0.21666666666666667,16,5,5,5x5,10x10,False,0.25,22,DQN
116,7,23,260.2333333333333,0.01629805564880371,self_collision,0.30434782608695654,10,5,5,5x5,10x10,False,0.25,22,DQN
117,9,62,369.9023809523808,0.016852617263793945,self_collision,0.14516129032258066,12,5,5,5x5,10x10,False,0.25,22,DQN
118,9,42,366.942857142857,0.03561902046203613,self_collision,0.21428571428571427,12,5,5,5x5,10x10,False,0.25,22,DQN
119,11,43,468.39999999999975,0.013988971710205078,self_collision,0.2558139534883721,14,5,5,5x5,10x10,False,0.25,22,DQN
120,7,24,260.7333333333333,0.017488956451416016,self_collision,0.2916666666666667,10,5,5,5x5,10x10,False,0.25,22,DQN
121,11,42,469.37619047619023,0.01609635353088379,self_collision,0.2619047619047619,14,5,5,5x5,10x10,False,0.25,22,DQN
122,10,45,417.50119047619023,0.016616344451904297,wall_collision,0.2222222222222222,13,5,5,5x5,10x10,False,0.25,22,DQN
123,4,19,107.03333333333336,0.016638755798339844,self_collision,0.21052631578947367,7,5,5,5x5,10x10,False,0.25,22,DQN
124,1,7,-47.96666666666667,0.0,wall_collision,0.14285714285714285,4,5,5,5x5,10x10,False,0.25,22,DQN
125,10,38,416.7333333333331,0.016508817672729492,self_collision,0.2631578947368421,13,5,5,5x5,10x10,False,0.25,22,DQN
126,6,18,209.23333333333335,0.0,wall_collision,0.3333333333333333,9,5,5,5x5,10x10,False,0.25,22,DQN
127,7,47,265.0690476190475,0.03332829475402832,wall_collision,0.14893617021276595,10,5,5,5x5,10x10,False,0.25,22,DQN
128,13,69,575.8535714285712,0.05004000663757324,wall_collision,0.18840579710144928,16,5,5,5x5,10x10,False,0.25,22,DQN
129,5,16,157.41666666666669,0.0,self_collision,0.3125,8,5,5,5x5,10x10,False,0.25,22,DQN
130,11,47,468.4107142857141,0.03647661209106445,self_collision,0.23404255319148937,14,5,5,5x5,10x10,False,0.25,22,DQN
131,12,41,519.4095238095236,0.012372493743896484,self_collision,0.2926829268292683,15,5,5,5x5,10x10,False,0.25,22,DQN
132,11,49,469.21071428571395,0.017083406448364258,wall_collision,0.22448979591836735,14,5,5,5x5,10x10,False,0.25,22,DQN
133,7,41,263.59285714285704,0.016718626022338867,wall_collision,0.17073170731707318,10,5,5,5x5,10x10,False,0.25,22,DQN
134,7,36,262.5178571428571,0.03176283836364746,self_collision,0.19444444444444445,10,5,5,5x5,10x10,False,0.25,22,DQN
135,8,41,314.41904761904755,0.03475141525268555,self_collision,0.1951219512195122,11,5,5,5x5,10x10,False,0.25,22,DQN
136,9,50,367.3333333333332,0.0332036018371582,self_collision,0.18,12,5,5,5x5,10x10,False,0.25,22,DQN
137,15,59,675.1011904761903,0.016396045684814453,self_collision,0.2542372881355932,18,5,5,5x5,10x10,False,0.25,22,DQN
138,9,46,367.09285714285704,0.03329348564147949,self_collision,0.1956521739130435,12,5,5,5x5,10x10,False,0.25,22,DQN
139,8,34,314.2666666666666,0.01829218864440918,self_collision,0.23529411764705882,11,5,5,5x5,10x10,False,0.25,22,DQN
140,11,56,470.2440476190475,0.027618885040283203,self_collision,0.19642857142857142,14,5,5,5x5,10x10,False,0.25,22,DQN
141,8,32,313.63333333333327,0.004880666732788086,self_collision,0.25,11,5,5,5x5,10x10,False,0.25,22,DQN
142,10,50,418.8833333333331,0.03292560577392578,self_collision,0.2,13,5,5,5x5,10x10,False,0.25,22,DQN
143,9,39,365.51666666666654,0.017229795455932617,self_collision,0.23076923076923078,12,5,5,5x5,10x10,False,0.25,22,DQN
144,5,31,160.1095238095238,0.016613483428955078,self_collision,0.16129032258064516,8,5,5,5x5,10x10,False,0.25,22,DQN
145,6,33,211.34285714285716,0.016134977340698242,self_collision,0.18181818181818182,9,5,5,5x5,10x10,False,0.25,22,DQN
146,12,51,522.1761904761903,0.016635417938232422,wall_collision,0.23529411764705882,15,5,5,5x5,10x10,False,0.25,22,DQN
147,12,59,522.7261904761904,0.03336906433105469,wall_collision,0.2033898305084746,15,5,5,5x5,10x10,False,0.25,22,DQN
148,8,36,314.78333333333313,0.016712188720703125,self_collision,0.2222222222222222,11,5,5,5x5,10x10,False,0.25,22,DQN
149,12,59,523.5761904761902,0.02914118766784668,self_collision,0.2033898305084746,15,5,5,5x5,10x10,False,0.25,22,DQN
150,12,67,523.7261904761903,0.021039247512817383,self_collision,0.1791044776119403,15,5,5,5x5,10x10,False,0.25,22,DQN
151,9,33,365.09999999999997,0.01629495620727539,wall_collision,0.2727272727272727,12,5,5,5x5,10x10,False,0.25,22,DQN
152,15,79,680.3428571428569,0.04998898506164551,self_collision,0.189873417721519,18,5,5,5x5,10x10,False,0.25,22,DQN
153,7,33,261.58333333333326,0.0,self_collision,0.21212121212121213,10,5,5,5x5,10x10,False,0.25,22,DQN
154,9,41,366.56666666666655,0.03371286392211914,wall_collision,0.21951219512195122,12,5,5,5x5,10x10,False,0.25,22,DQN
155,13,69,579.0666666666662,0.03298592567443848,self_collision,0.18840579710144928,16,5,5,5x5,10x10,False,0.25,22,DQN
156,15,70,677.0976190476188,0.03330063819885254,self_collision,0.21428571428571427,18,5,5,5x5,10x10,False,0.25,22,DQN
157,5,25,159.58333333333337,0.012024164199829102,self_collision,0.2,8,5,5,5x5,10x10,False,0.25,22,DQN
158,9,40,365.4107142857141,0.02093791961669922,self_collision,0.225,12,5,5,5x5,10x10,False,0.25,22,DQN
159,1,7,-47.96666666666667,0.0029942989349365234,self_collision,0.14285714285714285,4,5,5,5x5,10x10,False,0.25,22,DQN
160,10,35,415.8666666666667,0.011381149291992188,wall_collision,0.2857142857142857,13,5,5,5x5,10x10,False,0.25,22,DQN
161,5,28,160.56666666666666,0.01583719253540039,self_collision,0.17857142857142858,8,5,5,5x5,10x10,False,0.25,22,DQN
162,7,19,260.1261904761904,0.0,self_collision,0.3684210526315789,10,5,5,5x5,10x10,False,0.25,22,DQN
163,5,23,158.90000000000003,0.017260313034057617,self_collision,0.21739130434782608,8,5,5,5x5,10x10,False,0.25,22,DQN
164,8,37,314.14999999999986,0.01629495620727539,self_collision,0.21621621621621623,11,5,5,5x5,10x10,False,0.25,22,DQN
165,9,34,364.94999999999993,0.016980409622192383,self_collision,0.2647058823529412,12,5,5,5x5,10x10,False,0.25,22,DQN
166,12,69,522.963095238095,0.03285980224609375,self_collision,0.17391304347826086,15,5,5,5x5,10x10,False,0.25,22,DQN
167,9,43,366.41666666666646,0.01653909683227539,wall_collision,0.20930232558139536,12,5,5,5x5,10x10,False,0.25,22,DQN
168,8,38,313.6357142857143,0.016950130462646484,self_collision,0.21052631578947367,11,5,5,5x5,10x10,False,0.25,22,DQN
169,9,43,366.2333333333333,0.016565561294555664,self_collision,0.20930232558139536,12,5,5,5x5,10x10,False,0.25,22,DQN
170,9,36,364.5595238095236,0.027632474899291992,self_collision,0.25,12,5,5,5x5,10x10,False,0.25,22,DQN
171,8,43,315.4011904761903,0.022065162658691406,wall_collision,0.18604651162790697,11,5,5,5x5,10x10,False,0.25,22,DQN
172,9,37,365.7666666666665,0.016852855682373047,wall_collision,0.24324324324324326,12,5,5,5x5,10x10,False,0.25,22,DQN
173,13,74,575.392857142857,0.03334212303161621,wall_collision,0.17567567567567569,16,5,5,5x5,10x10,False,0.25,22,DQN
174,9,45,366.5261904761904,0.01681685447692871,wall_collision,0.2,12,5,5,5x5,10x10,False,0.25,22,DQN
175,9,41,365.54285714285703,0.01652693748474121,self_collision,0.21951219512195122,12,5,5,5x5,10x10,False,0.25,22,DQN
176,9,43,366.49999999999983,0.017087697982788086,wall_collision,0.20930232558139536,12,5,5,5x5,10x10,False,0.25,22,DQN
177,9,42,365.5595238095237,0.016228437423706055,self_collision,0.21428571428571427,12,5,5,5x5,10x10,False,0.25,22,DQN
178,14,75,627.4380952380948,0.03350520133972168,self_collision,0.18666666666666668,17,5,5,5x5,10x10,False,0.25,22,DQN
