timestamp,grid_size,grid_width,grid_height,max_possible_score,agent,agent_category,episode,points_scored,game_won,game_won_percentage,moves_made,total_reward,efficiency,snake_length,survival_time,termination_reason,score_percentage,board_coverage,moves_per_food,complexity_ratio,is_training_grid,successful_episode,high_performance
20251015_171004,4x4,4,4,13,A*,Simple_Agent,112,1,0,0,3,-48.6,0.3333333333333333,4,0.0,self_collision,7.6923076923076925,25.0,3.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,113,10,0,0,23,413.29999999999984,0.43478260869565216,13,0.0,wall_collision,76.92307692307693,81.25,2.3,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,114,13,1,100,45,771.1166666666664,0.28888888888888886,16,0.0,win,100.0,100.0,3.4615384615384617,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,115,9,0,0,25,363.16666666666663,0.36,12,0.0,self_collision,69.23076923076923,75.0,2.7777777777777777,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,116,1,0,0,5,-48.43333333333334,0.2,4,0.0,self_collision,7.6923076923076925,25.0,5.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,117,1,0,0,5,-48.35,0.2,4,0.0,self_collision,7.6923076923076925,25.0,5.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,118,3,0,0,7,53.900000000000006,0.42857142857142855,6,0.0,wall_collision,23.076923076923077,37.5,2.3333333333333335,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,119,1,0,0,6,-47.983333333333334,0.16666666666666666,4,0.0,self_collision,7.6923076923076925,25.0,6.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,120,6,0,0,17,209.0333333333333,0.35294117647058826,9,0.015211820602416992,wall_collision,46.15384615384615,56.25,2.8333333333333335,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,121,1,0,0,5,-48.35,0.2,4,0.0,self_collision,7.6923076923076925,25.0,5.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,122,7,0,0,21,260.6166666666667,0.3333333333333333,10,0.001016378402709961,wall_collision,53.84615384615385,62.5,3.0,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,123,1,0,0,6,-47.983333333333334,0.16666666666666666,4,0.0,self_collision,7.6923076923076925,25.0,6.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,124,8,0,0,27,313.1499999999999,0.2962962962962963,11,0.0005698204040527344,wall_collision,61.53846153846154,68.75,3.375,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,125,1,0,0,6,-47.733333333333334,0.16666666666666666,4,0.0,self_collision,7.6923076923076925,25.0,6.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,126,13,1,100,29,766.8499999999998,0.4482758620689655,16,0.0,win,100.0,100.0,2.230769230769231,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,127,5,0,0,20,157.20000000000005,0.25,8,0.0,self_collision,38.46153846153847,50.0,4.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,128,1,0,0,4,-48.75,0.25,4,0.0,self_collision,7.6923076923076925,25.0,4.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,129,9,0,0,21,362.3999999999999,0.42857142857142855,12,0.0,self_collision,69.23076923076923,75.0,2.3333333333333335,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,130,3,0,0,12,55.06666666666666,0.25,6,0.0,self_collision,23.076923076923077,37.5,4.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,131,7,0,0,17,259.46666666666664,0.4117647058823529,10,0.0,wall_collision,53.84615384615385,62.5,2.4285714285714284,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,132,1,0,0,4,-48.75,0.25,4,0.0,self_collision,7.6923076923076925,25.0,4.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,133,1,0,0,4,-48.75,0.25,4,0.0,self_collision,7.6923076923076925,25.0,4.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,134,10,0,0,27,414.9833333333331,0.37037037037037035,13,0.0,wall_collision,76.92307692307693,81.25,2.7,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,135,9,0,0,32,364.1333333333332,0.28125,12,0.0,self_collision,69.23076923076923,75.0,3.5555555555555554,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,136,6,0,0,16,207.58333333333337,0.375,9,0.0,self_collision,46.15384615384615,56.25,2.6666666666666665,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,137,11,1,100,31,465.7166666666666,0.3548387096774194,14,0.0,wall_collision,84.61538461538461,87.5,2.8181818181818183,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,138,5,0,0,8,155.8,0.625,8,0.0,wall_collision,38.46153846153847,50.0,1.6,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,139,7,0,0,16,259.23333333333335,0.4375,10,0.0,wall_collision,53.84615384615385,62.5,2.2857142857142856,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,140,1,0,0,5,-48.21666666666667,0.2,4,0.0,self_collision,7.6923076923076925,25.0,5.0,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,141,6,0,0,21,209.01666666666665,0.2857142857142857,9,0.0,wall_collision,46.15384615384615,56.25,3.5,0.16,False,1,0
20251015_171004,4x4,4,4,13,A*,Simple_Agent,142,9,0,0,28,364.31666666666655,0.32142857142857145,12,0.0,self_collision,69.23076923076923,75.0,3.111111111111111,0.16,False,1,1
20251015_171004,4x4,4,4,13,A*,Simple_Agent,143,6,0,0,24,210.88333333333327,0.25,9,0.0,self_collision,46.15384615384615,56.25,4.0,0.16,False,1,0
